====================================================================================
[v9册v1(包p7-10)] C:\提示词\工作区\字替对照-0909\靠齐样张-0910\靠齐样张包-v9-21页0911.pdf  页表=[7, 8, 9, 10]
====================================================================================
  页  栏    基线mm   Δ左mm   Δ右mm    档  行首
  4  L  204.98   5.07   0.36   一档  2 ，𝑀𝑁= 1. 由于⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
  4  L  206.34   5.32   0.28   一档  2= |⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐵
  4  L  209.14   5.32   0.28   一档  |⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐵𝐷|2 =
  4  L  216.06   5.15   0.28   一档  2(⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐵𝑀⋅
  4  L  218.22   5.15   0.28   一档  2 )2 + 12 +
  4  L  224.57   5.49   0.28   一档  (√3
  4  L  226.73   5.49   0.28   一档  2 )2+2×(0+0+0) = 52，所以
  4  L  282.81   9.05  31.94   其他  4高中数学选择性必修第一册(人教B 版)
  4  R   23.11   0.32   0.36   顶格  [点睛] 本题主要考查了空间向量数量积的应用
  4  R   29.44   5.32  63.19   一档  于基础题.
  4  R   37.57   0.32  53.96   顶格  变式1 [答案] √13
  4  R   39.73   0.32  53.96   顶格  2
  4  R   43.90   5.15  28.05   一档  题型：数量积求距离(折叠矩形)
  4  R   51.00   0.32   0.11   顶格  [解析] 𝐵𝑀= 𝐷𝑁= √3
  4  R   53.17   0.32   0.11   顶格  2 ，𝑀𝑁= 1；两垂线向量夹角随
  4  R   58.26   5.15   0.28   一档  二面角为60∘，⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
  4  R   60.42   5.15   0.28   一档  4 cos 60∘= 38；|⃗⃗⃗⃗⃗⃗⃗
  4  R   66.82   5.49  25.09   一档  1 + 3
  4  R   68.98   5.49  25.09   一档  4 + 2 × 38 = 134 ，故|⃗⃗
  4  R   74.20   0.32  23.22   顶格  [题型总结] 数量积求距离(折叠矩形)
  4  R   80.53   5.24   0.19   一档  识别信号：题干为平面图形沿一条直线折起且折
  4  R   86.85   5.15   8.91   一档  后两面垂直、求两点间距离时，判归本题型.
  4  R   93.18   5.24   0.28   一档  通法步骤：第一步在折后图形中过两点对折痕作
  4  R   99.51   5.32   0.19   一档  垂线定出垂足，再把目标向量写成两段垂线与折
  4  R  105.83   5.24  39.73   一档  痕段的和链并平方展开.
  4  R  112.16   5.66   0.45   一档  易错点：最后利用面面垂直带来的向量垂直逐项
  4  R  118.48   5.24  49.64   一档  化简、开方得距离.
  4  R  126.22   0.32   4.09   顶格  三、课堂评价：本组共5 题——题号与导学件同
  4  R  134.65   0.41  65.13   顶格  1. [答案] 3
  4  R  140.98   0.32  17.97   顶格  [解析]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= |⃗⃗
  4  R  148.71   0.24  64.46   顶格  2. [答案] B
  4  R  155.04   0.32  13.40   顶格  [解析]⃗⃗⃗⃗⃗𝑏= 𝜆⃗⃗⃗⃗⃗𝑎⇒4 
  4  R  162.77   0.16  64.37   顶格  3. [答案] C
  4  R  169.09   0.32   3.16   顶格  [解析] 非零向量⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏
  4  R  176.83   0.16  64.20   顶格  4. [答案] D
  4  R  183.15   0.32   0.02   顶格  [解析] 取𝐴𝐶中点𝐺，⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
  4  R  185.32   0.32   0.02   顶格  2⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐵𝐶+ 12⃗
  4  R  189.48   5.15  71.40   一档  选D.
  4  R  197.21   0.24  60.82   顶格  5. [答案] √13
  4  R  203.54   0.32   0.28   顶格  [解析]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= 4 ×
  4  R  209.86   5.49  54.38   一档  12 = 13，故√13.
--- 汇总 ---
  顶格: 95/309  Δ0.16–0.58mm 中位0.32
  一档: 199/309  Δ4.90–5.91mm 中位5.24
  居中: 6/309  Δ6.34–18.95mm 中位10.15
  其他: 9/309  Δ7.01–41.13mm 中位11.59
  — 顶格样本（标签行/条目行）—
    p1L Δ0.24mm 「一、课前预习：知识点填空与判断答案——序与导」
    p1L Δ0.16mm 「学件同」
    p1L Δ0.32mm 「[答案] 1．大小　方向」
    p1L Δ0.32mm 「[解析] (1) 模相等方向未必相同，还可能」
    p1L Δ0.32mm 「[答案] 1．三角形　平行四边形　相同　相反」
    p1L Δ0.32mm 「[解析] (1) 平行传递需⃗⃗⃗⃗⃗𝑏≠⃗」
  — 一档样本（内容/续行）—
    p1L Δ5.15mm 「2．长度」
    p1L Δ5.24mm 「3．零　0 　0 　1 　相反　互相平行　重」
    p1L Δ5.15mm 「模相等」
    p1L Δ5.24mm 「(1)× 　(2)√」
    p1L Δ5.15mm 「交，两向量未必相等，故×.」
    p1L Δ5.24mm 「(2) 相等向量方向相同，所在直线平行或重合」
  — 居中样本（知识点标题行）—
    p1L Δ左18.95mm Δ右18.91mm 「知识点一　空间向量的概念」
    p1L Δ左9.3mm Δ右9.42mm 「填空11 空／判断2 题——序与导学件同」
    p1L Δ左15.06mm Δ右15.1mm 「知识点二　空间向量的线性运算」
    p1L Δ左10.15mm Δ右10.27mm 「填空5 空／判断2 题——序与导学件同」
    p1L Δ左6.34mm Δ右6.37mm 「知识点三　空间向量的夹角、数量积与共面」
    p1L Δ左10.15mm Δ右10.27mm 「填空4 空／判断2 题——序与导学件同」
  — 其他明细（逐条人工归类）—
    p1L 基线24.58mm Δ左7.01mm Δ右-0.06mm 「参考答案」
    p1L 基线35.4mm Δ左11.59mm Δ右-0.06mm 「第一章空间向量与立体几何」
    p1L 基线53.56mm Δ左35.12mm Δ右0.11mm 「1.1.1空间向量及其运算(导学件答案)」
    p1R 基线282.81mm Δ左31.91mm Δ右9.08mm 「第一章空间向量与立体几何参考答案1」
    p2L 基线282.81mm Δ左9.13mm Δ右31.94mm 「2高中数学选择性必修第一册(人教B 版)」
    p3L 基线225.73mm Δ左11.42mm Δ右54.21mm 「4」
    p3R 基线83.13mm Δ左41.13mm Δ右27.37mm 「𝜆= −2𝑘」
    p3R 基线282.81mm Δ左31.91mm Δ右9.08mm 「第一章空间向量与立体几何参考答案3」
    p4L 基线282.81mm Δ左9.05mm Δ右31.94mm 「4高中数学选择性必修第一册(人教B 版)」
  — 结构核对 —
    标签行（[答案]/[解析]/[题型总结]…起行）共49，其中顶格49，非顶格[]
    题型行共18，Δ左分布[5.15]
    知识点行共3，档别[(1, 'L', 18.95, 18.91, '居中'), (1, 'L', 15.06, 15.1, '居中'), (1, 'L', 6.34, 6.37, '居中')]
====================================================================================
[v9样张(包p13-14)] C:\提示词\工作区\字替对照-0909\靠齐样张-0910\靠齐样张包-v9-21页0911.pdf  页表=[13, 14]
====================================================================================
  页  栏    基线mm   Δ左mm   Δ右mm    档  行首
 13  L   24.58   7.01  -0.06   其他  参考答案
 13  L   35.40  11.59  -0.06   其他  第一章空间向量与立体几何
 13  L   53.56  35.12   0.11   其他  1.1.1空间向量及其运算(练习件答案)
 13  L   63.29   0.24  46.51   顶格  一、选择题：本组共4 题
 13  L   71.72   0.41  64.12   顶格  1. [答案] A
 13  L   78.05   6.00  49.72   一档  题型：数量积运算
 13  L   84.37   0.32   0.19   顶格  [分析] 把|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| 
 13  L   90.70   0.24  60.31   顶格  与数量积即可．
 13  L   97.03   0.32   0.02   顶格  [详解] |⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏|2 
 13  L  103.35   0.16  43.63   顶格  所以|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| = √7
 13  L  111.08   0.24  64.37   顶格  2. [答案] C
 13  L  117.41   6.00  38.46   一档  题型：数量积定义求夹角
 13  L  123.74   0.32   0.28   顶格  [分析] 由数量积的定义式反解夹角余弦，再在
 13  L  130.06   0.49  64.63   顶格  180∘内定角．
 13  L  134.10   0.32   0.28   顶格  −6
 13  L  136.39   0.32   0.28   顶格  [详解] 由⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= |
 13  L  138.55   0.32   0.28   顶格  3 × 4 =
 13  L  143.69   0.32   0.02   顶格  −1
 13  L  145.86   0.32   0.02   顶格  2．因为⟨⃗⃗⃗⃗⃗𝑎,⃗⃗⃗⃗⃗𝑏⟩∈[0
 13  L  151.42   0.16  64.46   顶格  3. [答案] B
 13  L  157.75   6.00  49.72   一档  题型：数量积运算
 13  L  164.08   0.32   0.28   顶格  [分析] 两向量的和与差作数量积，按分配律展
 13  L  170.40   0.16  23.39   顶格  交叉项相消，只剩两个模的平方之差．
 13  L  176.73   0.32   0.28   顶格  [详解] (⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏) ⋅
 13  L  183.06   0.32   7.39   顶格  |⃗⃗⃗⃗⃗𝑏|2 = 1 −4 = −3，
 13  L  190.79   0.16  64.20   顶格  4. [答案] D
 13  L  197.11   6.00  49.72   一档  题型：数量积运算
 13  L  203.44   0.32   0.11   顶格  [分析] 把模的平方写成自身的数量积，展开后
 13  L  209.77   0.16  68.77   顶格  𝑎⋅⃗⃗⃗⃗⃗𝑏的值．
 13  L  216.09   0.32   0.02   顶格  [详解] |⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏|2 
 13  L  218.26   0.32   0.02   顶格  2 + 1 = 1，
 13  L  222.42   0.16  45.83   顶格  所以|⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏| = 1．
 13  L  230.15   0.24  46.51   顶格  二、填空题：本组共6 题
 13  L  238.59   0.24  62.51   顶格  5. [答案] −4
 13  L  244.91   6.00  41.85   一档  题型：共线向量定参数
 13  L  251.24   0.32   0.19   顶格  [分析] 两向量共线即存在唯一实数𝜆使⃗⃗⃗
 13  L  257.57   0.16  48.62   顶格  较基底系数得方程组．
 13  L  263.89   0.32   0.36   顶格  [详解] 因为⃗⃗⃗⃗⃗𝑎，⃗⃗⃗⃗⃗𝑏不共
 13  L  270.22   0.16   0.02   顶格  使2⃗⃗⃗⃗⃗𝑎−3⃗⃗⃗⃗⃗𝑏= 𝜆(𝑘⃗
 13  L  276.54   0.16  15.86   顶格  得2 = 𝜆𝑘且−3 = 6𝜆，解得𝜆= −
 13  L  278.71   0.16  15.86   顶格  2，𝑘= −4．
 13  R   63.47   0.24  49.05   顶格  6. [答案] (1)2√3；(2)4
 13  R   69.80   6.00  49.72   一档  题型：数量积运算
 13  R   76.13   0.32   0.62   顶格  [分析] 以同一顶点出发的三条棱向量为基底，
 13  R   82.45   0.16   3.92   顶格  标向量写成基底的和，再用两两垂直消去交叉项．
 13  R   88.78   0.32   0.28   顶格  [详解] 由正方体知⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
 13  R   95.11   0.16   0.28   顶格  2．(1)⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
 13  R  101.43  -0.01   0.28   顶格  𝑏+⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗𝑐+⃗⃗⃗⃗⃗𝑏⋅
 13  R  107.76  -0.10  16.70   顶格  𝐴𝐶1 =⃗⃗⃗⃗⃗𝑎⋅(⃗⃗⃗⃗⃗𝑎+⃗⃗
 13  R  115.49   0.24  63.10   顶格  7. [答案] 10
 13  R  121.82   6.00  49.72   一档  题型：数量积运算
 13  R  128.14   0.32   0.19   顶格  [分析] 先由模与夹角求出数量积，再把两个一
 13  R  134.47   0.41  10.52   顶格  的积按分配律展开，整理成|⃗⃗⃗⃗⃗𝑎|2、
 13  R  140.80   0.32   0.28   顶格  [详解]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= 2 ×
 13  R  147.12   0.24   0.28   顶格  3⃗⃗⃗⃗⃗𝑏) = 2|⃗⃗⃗⃗⃗𝑎|2−
 13  R  153.45   0.24  67.67   顶格  5 −3 = 10．
 13  R  161.18   0.24  62.17   顶格  8. [答案] √3
 13  R  163.34   0.24  62.17   顶格  3
 13  R  167.51   6.00  38.55   一档  题型：数量积定义求夹角
 13  R  173.83   0.32   0.02   顶格  [分析] 两两垂直时交叉项全为零，先求出|⃗
 13  R  180.16   0.16  29.07   顶格  再按数量积定义式反解夹角余弦．
 13  R  186.49   0.32   0.28   顶格  [详解] 因为⃗⃗⃗⃗⃗𝑎，⃗⃗⃗⃗⃗𝑏，⃗
 13  R  192.81   0.49   0.02   顶格  1 + 1 = 3，即|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗
 13  R  197.44   0.16  32.45   顶格  1
 13  R  199.73   0.16  31.10   顶格  故cos⟨⃗⃗⃗⃗⃗𝑎,⃗⃗⃗⃗⃗𝑎+⃗⃗⃗
 13  R  201.90   0.16  31.10   顶格  3 ．
 13  R  203.13   0.41  31.10   顶格  1 × √3
 13  R  211.31   0.24  60.39   顶格  9. [答案] √13
 13  R  213.48   0.32  60.39   顶格  2
 13  R  217.64   6.00  49.72   一档  题型：数量积运算
 13  R  223.97   0.32   0.19   顶格  [分析] 把1
 13  R  226.13   0.32   0.19   顶格  2⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏的平方按数量积展
 13  R  230.29   0.24  68.10   顶格  直接代入．
 13  R  236.62   0.32   0.28   顶格  [详解]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= 1×2
 13  R  238.78   0.32   0.28   顶格  2⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏|2 = 14|
 13  R  245.13   0.16  11.54   顶格  𝑎⋅⃗⃗⃗⃗⃗𝑏+ |⃗⃗⃗⃗⃗𝑏|2 = 
 13  R  247.29   0.16  11.54   顶格  4 −1 + 4 = 134 ，故|12⃗⃗
 13  R  252.86   0.41  63.27   顶格  10. [答案] 5
 13  R  259.19   7.78  36.09   其他  题型：基底分解求模最值
 13  R  265.52   0.32   0.11   顶格  [分析] 把⃗⃗⃗⃗⃗𝑎沿⃗⃗⃗⃗⃗⃗⃗⃗⃗
 13  R  271.84   0.16  56.41   顶格  量只增不减模长．
 13  R  282.81  31.91   6.97   其他  第一章空间向量与立体几何参考答案75
 14  L   23.11   0.32   0.28   顶格  [详解] 设⃗⃗⃗⃗⃗𝑛与⃗⃗⃗⃗⃗⃗⃗⃗⃗
 14  L   29.44   0.16   0.28   顶格  4⃗⃗⃗⃗⃗⃗⃗⃗⃗𝑒2+𝑡⃗⃗⃗⃗⃗𝑛，此
 14  L   35.77   0.49   0.19   顶格  16 + 𝑡2 ⩾25，当𝑡= 0 即⃗⃗⃗
 14  L   42.09   0.32  57.34   顶格  |⃗⃗⃗⃗⃗𝑎| 的最小值为5．
 14  L   49.83   0.32  46.51   顶格  三、解答题：本组共5 题
 14  L   58.26   0.41  60.98   顶格  11. [答案] −1
 14  L   64.59   7.78  47.86   其他  题型：数量积运算
 14  L   70.91   0.32   0.11   顶格  [分析] 把⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐴𝐸
 14  L   77.24   0.16  27.29   顶格  示，再用垂直关系与模长作数量积．
 14  L   83.57   0.32   0.36   顶格  [详解] 设⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐴𝐵=
 14  L   89.89   0.16   0.28   顶格  且两两垂直．因为𝐸为𝐵𝐵1 的中点，所以⃗⃗
 14  L   96.22   0.07   0.28   顶格  𝐵𝐸=⃗⃗⃗⃗⃗𝑎+ 1
 14  L   98.38   0.07   0.28   顶格  2⃗⃗⃗⃗𝑐；又⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
 14  L  103.47   0.58   0.28   顶格  (⃗⃗⃗⃗⃗𝑎+ 1
 14  L  105.64   0.58   0.28   顶格  2⃗⃗⃗⃗𝑐) ⋅(⃗⃗⃗⃗⃗𝑏−⃗⃗⃗⃗⃗
 14  L  109.80   0.16  67.08   顶格  0 −0 = −1．
 14  L  117.53   0.41  58.11   顶格  12. [答案] −1
 14  L  119.69   0.41  58.11   顶格  4⃗⃗⃗⃗⃗𝑏
 14  L  123.86   7.78  47.86   其他  题型：求投影向量
 14  L  130.18   0.32   0.19   顶格  [分析] 先用夹角余弦求数量积，再按投影向量
 14  L  136.51   0.24  23.39   顶格  直接代入，不必另求单位向量与夹角．
 14  L  142.84   0.32  -0.06   顶格  [详解]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= |⃗⃗
 14  L  145.00   0.32  -0.06   顶格  2) = −1，故⃗⃗⃗⃗⃗𝑎
 14  L  151.54   0.24  28.22   顶格  在⃗⃗⃗⃗⃗𝑏上的投影向量为⃗⃗⃗⃗⃗𝑎⋅⃗
 14  L  153.71   0.24  28.22   顶格  4⃗⃗⃗⃗⃗𝑏．
 14  L  154.58   0.24   1.97   顶格  |⃗⃗⃗⃗⃗𝑏|2⃗⃗⃗⃗⃗𝑏= −1
 14  L  158.39   0.32   0.45   顶格  [点睛] 投影向量是向量、投影数量是实数，两
 14  L  164.72   0.16  27.29   顶格  称与属性都不同，答题时不可混用．
 14  L  172.45   0.41  60.48   顶格  13. [答案] 60∘
 14  L  178.78   7.78  40.58   其他  题型：异面直线所成角
 14  L  185.10   0.32   0.28   顶格  [分析] 异面直线所成角不超过90∘，先把两
 14  L  191.43   0.16   3.92   顶格  对应的向量用基底表示，再用数量积求向量夹角．
 14  L  197.76   0.32   0.36   顶格  [详解] 设⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗𝐴𝐵=
 14  L  204.08   0.16   0.28   顶格  且两两垂直．⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
 14  L  210.41   0.49   0.19   顶格  (⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗𝑐) ⋅(⃗⃗⃗⃗⃗
 14  L  217.12   0.16   0.28   顶格  cos⟨⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗⃗
 14  L  219.29   0.16   0.28   顶格  2，向量夹角为120∘．因为异面直线
 14  L  282.81   7.01  31.94   其他  76高中数学选择性必修第一册(人教B 版)
 14  R   23.11   0.16   0.28   顶格  所成角取90∘以内的角，所以𝐴1𝐵与𝐵𝐶1 
 14  R   29.44   0.16  78.68   顶格  60∘．
 14  R   37.17   0.41  59.04   顶格  14. [答案] √14
 14  R   43.50   7.78  47.95   其他  题型：数量积运算
 14  R   49.83   0.32   0.19   顶格  [分析] 两两垂直即两两数量积为0，把模的平
 14  R   56.15   0.16  40.83   顶格  数量积展开后交叉项全消．
 14  R   62.48   0.32   0.02   顶格  [详解] 因为⃗⃗⃗⃗⃗𝑎，⃗⃗⃗⃗⃗𝑏，⃗
 14  R   68.80   0.32   0.19   顶格  于是|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏+⃗⃗⃗⃗𝑐
 14  R   75.13   0.32  58.44   顶格  |⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏+⃗⃗⃗⃗𝑐| 
 14  R   83.41   0.41  44.47   顶格  15. [答案] (1)√7；(2)2√7
 14  R   85.58   0.41  44.56   顶格  7
 14  R   89.74   7.78  36.69   其他  题型：数量积定义求夹角
 14  R   96.07   0.32   0.28   顶格  [分析] 求模可走基底数量积法，也可在⃗⃗⃗
 14  R  102.39   0.41   0.19   顶格  的平面内建系把向量坐标化，两法并行，任取其一
 14  R  108.72   0.41  75.89   顶格  即可．
 14  R  115.05   0.32   0.28   顶格  [解法一]⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= 1 
 14  R  121.37   0.16   0.28   顶格  2⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏+ |⃗⃗⃗⃗⃗
 14  R  125.98  -0.01   1.38   顶格  2
 14  R  128.28  -0.01   0.11   顶格  𝑏) = |⃗⃗⃗⃗⃗𝑎|2 +⃗⃗⃗⃗⃗𝑎
 14  R  130.44  -0.01   0.11   顶格  7 ．
 14  R  131.66   0.16   0.11   顶格  1 × √7
 14  R  135.79   0.32   0.28   顶格  [解法二] 以⃗⃗⃗⃗⃗𝑎的方向为𝑥轴正方向
 14  R  142.12   0.16   0.28   顶格  定的平面内建立直角坐标系，则⃗⃗⃗⃗⃗𝑎= 
 14  R  148.45   0.49   0.28   顶格  (2 cos 60∘, 2 sin 60∘)
 14  R  155.37  -0.01   1.21   顶格  𝑏| = √4 + 3 = √7，cos⟨⃗
 14  R  157.53  -0.01   1.21   顶格  7 ．
 14  R  158.75   0.16   1.13   顶格  1 × √7
 14  R  162.50   0.32   0.28   顶格  [点睛] 两法结果一致可互为验算：能用基底表
 14  R  168.82   0.16   0.28   顶格  优先用数量积法，涉及具体夹角与长度时建系更省
 14  R  175.15   0.16  75.89   顶格  思考．
 14  R  182.53   0.32  45.66   顶格  [题型总结] 数量积运算
 14  R  188.86   0.24   0.02   顶格  识别信号：题干给出模与夹角（或两两垂直、共线
 14  R  195.18   0.41  21.36   顶格  求和差式或一次式的模与数量积之值．
 14  R  201.51   0.24   0.19   顶格  通法步骤：模平方写成自身数量积，展开后代入交
 14  R  207.83   0.41  29.83   顶格  叉项（垂直则全为零），合并即得．
 14  R  214.16   0.66   0.28   顶格  易错点：展开勿漏交叉项的2 倍系数；钝角时数
 14  R  220.49   0.41  15.69   顶格  为负；向量夹角与异面线角取值范围勿混．
--- 汇总 ---
  顶格: 137/157  Δ-0.10–0.66mm 中位0.32
  一档: 9/157  Δ6.00–6.00mm 中位6.00
  居中: 0/157  —
  其他: 11/157  Δ7.01–35.12mm 中位7.78
  — 顶格样本（标签行/条目行）—
    p13L Δ0.24mm 「一、选择题：本组共4 题」
    p13L Δ0.41mm 「1. [答案] A」
    p13L Δ0.32mm 「[分析] 把|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| 」
    p13L Δ0.24mm 「与数量积即可．」
    p13L Δ0.32mm 「[详解] |⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏|2 」
    p13L Δ0.16mm 「所以|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| = √7」
  — 一档样本（内容/续行）—
    p13L Δ6.0mm 「题型：数量积运算」
    p13L Δ6.0mm 「题型：数量积定义求夹角」
    p13L Δ6.0mm 「题型：数量积运算」
    p13L Δ6.0mm 「题型：数量积运算」
    p13L Δ6.0mm 「题型：共线向量定参数」
    p13R Δ6.0mm 「题型：数量积运算」
  — 居中样本（知识点标题行）—
  — 其他明细（逐条人工归类）—
    p13L 基线24.58mm Δ左7.01mm Δ右-0.06mm 「参考答案」
    p13L 基线35.4mm Δ左11.59mm Δ右-0.06mm 「第一章空间向量与立体几何」
    p13L 基线53.56mm Δ左35.12mm Δ右0.11mm 「1.1.1空间向量及其运算(练习件答案)」
    p13R 基线259.19mm Δ左7.78mm Δ右36.09mm 「题型：基底分解求模最值」
    p13R 基线282.81mm Δ左31.91mm Δ右6.97mm 「第一章空间向量与立体几何参考答案75」
    p14L 基线64.59mm Δ左7.78mm Δ右47.86mm 「题型：数量积运算」
    p14L 基线123.86mm Δ左7.78mm Δ右47.86mm 「题型：求投影向量」
    p14L 基线178.78mm Δ左7.78mm Δ右40.58mm 「题型：异面直线所成角」
    p14L 基线282.81mm Δ左7.01mm Δ右31.94mm 「76高中数学选择性必修第一册(人教B 版)」
    p14R 基线43.5mm Δ左7.78mm Δ右47.95mm 「题型：数量积运算」
    p14R 基线89.74mm Δ左7.78mm Δ右36.69mm 「题型：数量积定义求夹角」
  — 结构核对 —
    标签行（[答案]/[解析]/[题型总结]…起行）共32，其中顶格32，非顶格[]
    题型行共15，Δ左分布[6.0, 7.78]
    知识点行共0，档别[]
====================================================================================
[v10样张现件(p1-2)] C:\提示词\工作区\字替对照-0909\靠齐样张-0910\答案册\main.pdf  页表=[1, 2]
====================================================================================
  页  栏    基线mm   Δ左mm   Δ右mm    档  行首
  1  L   24.58   7.01  -0.06   其他  参考答案
  1  L   35.40  11.59  -0.06   其他  第一章空间向量与立体几何
  1  L   53.56  35.12   0.11   其他  1.1.1空间向量及其运算(练习件答案)
  1  L   63.29   0.24  46.51   顶格  一、选择题：本组共4 题
  1  L   71.72   0.41  64.12   顶格  1. [答案] A
  1  L   78.05   5.15  50.49   一档  题型：数量积运算
  1  L   84.37   0.32   0.19   顶格  [分析] 把|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| 
  1  L   90.70   5.24  55.31   一档  与数量积即可．
  1  L   97.03   0.32   0.02   顶格  [详解] |⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏|2 
  1  L  103.35   5.15  38.63   一档  所以|⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏| = √7
  1  L  111.08   0.24  64.37   顶格  2. [答案] C
  1  L  117.41   5.15  39.31   一档  题型：数量积定义求夹角
  1  L  123.74   0.32   0.28   顶格  [分析] 由数量积的定义式反解夹角余弦，再在
  1  L  130.06   5.49  59.63   一档  180∘内定角．
  1  L  134.10   0.32   0.28   顶格  −6
  1  L  136.39   0.32   0.28   顶格  [详解] 由⃗⃗⃗⃗⃗𝑎⋅⃗⃗⃗⃗⃗𝑏= |
  1  L  138.55   0.32   0.28   顶格  3 × 4 =
  1  L  143.69   5.32   0.19   一档  −1
  1  L  145.86   5.32   0.19   一档  2．因为⟨⃗⃗⃗⃗⃗𝑎,⃗⃗⃗⃗⃗𝑏⟩∈[0
  1  L  150.02   5.15  70.64   一档  选：C．
  1  L  157.75   0.16  64.46   顶格  3. [答案] B
  1  L  164.08   5.15  50.49   一档  题型：数量积运算
  1  L  170.40   0.32   0.28   顶格  [分析] 两向量的和与差作数量积，按分配律展
  1  L  176.73   5.15  18.40   一档  交叉项相消，只剩两个模的平方之差．
  1  L  183.06   0.32   0.28   顶格  [详解] (⃗⃗⃗⃗⃗𝑎+⃗⃗⃗⃗⃗𝑏) ⋅
  1  L  189.38   5.32   2.40   一档  |⃗⃗⃗⃗⃗𝑏|2 = 1 −4 = −3，
  1  L  197.11   0.16  64.20   顶格  4. [答案] D
  1  L  203.44   5.15  50.49   一档  题型：数量积运算
  1  L  209.77   0.32   0.11   顶格  [分析] 把模的平方写成自身的数量积，展开后
  1  L  216.09   5.15  63.78   一档  𝑎⋅⃗⃗⃗⃗⃗𝑏的值．
  1  L  222.42   0.32   0.02   顶格  [详解] |⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏|2 
  1  L  224.58   0.32   0.02   顶格  2 + 1 = 1，
  1  L  228.75   5.15  40.83   一档  所以|⃗⃗⃗⃗⃗𝑎−⃗⃗⃗⃗⃗𝑏| = 1．
  1  L  236.48   0.24  46.51   顶格  二、填空题：本组共6 题
  1  L  244.91   0.24  62.51   顶格  5. [答案] −4
  1  L  251.24   5.15  42.61   一档  题型：共线向量定参数
  1  L  257.57   0.32   0.19   顶格  [分析] 两向量共线即存在唯一实数𝜆使⃗⃗⃗
  1  L  263.89   5.15  43.63   一档  较基底系数得方程组．
  1  R   63.29   0.32   0.36   顶格  [详解] 因为⃗⃗⃗⃗⃗𝑎，⃗⃗⃗⃗⃗𝑏不共
